"DictWordID","PojUnicode","PojInput","KipUnicode","KipInput","HanLoTaibunPoj","PageNumber"
"1241","Chhâ-ô͘","Chha5-oo5","Tshâ-ôo","Tsha5-oo5","柴胡","316"
"1242","Ham-khah-chháu","Ham-khah-chhau2","Ham-khah-tsháu","Ham-khah-tshau2","含殼草、蚶壳草","316"
"1243","Jōa-á-chháu","Joa7-a2-chhau2","Juā-á-tsháu","Jua7-a2-tshau2","蚋仔草","316"
"1244","Ham-khah-á-chháu","Ham-khah-a2-chhau2","Ham-khah-á-tsháu","Ham-khah-a2-tshau2","蚶壳仔草","316"
"1245","Iân-sui","Ian5-sui","Iân-sui","Ian5-sui","莞荽、莞蓑","316"
"1246","Âng-chhài-thâu","Ang5-chhai3-thau5","Âng-tshài-thâu","Ang5-tshai3-thau5","紅菜頭","316"
"1247","Hôe-hiuⁿ","Hoe5-hiunn","Huê-hiunn","Hue5-hiunn","茴香","317"
"1248","Kim-chhîⁿ-po̍h-ho","Kim-chhinn5-poh8-ho","Kim-tshînn-po̍h-ho","Kim-tshinn5-poh8-ho","金錢薄荷","317"
"1249","Khit-chhia̍h-óaⁿ","Khit-chhiah8-oann2","Khit-tshia̍h-uánn","Khit-tshiah8-uann2","乞食碗","317"
"1250","Âng-kut-ham-khak-chháu","Ang5-kut-ham-khak-chhau2","Âng-kut-ham-khak-tsháu","Ang5-kut-ham-khak-tshau2","紅骨含殼草","317"
"1251","Ham-khah-chîⁿ-chháu","Ham-khah-chinn5-chhau2","Ham-khah-tsînn-tsháu","Ham-khah-tsinn5-tshau2","含殼錢草","317"
"1252","Piàn-tē-hut","Pian3-te7-hut","Piàn-tē-hut","Pian3-te7-hut","變地忽","317"
"1253","Piàn-tē-gím","Pian3-te7-gim2","Piàn-tē-gím","Pian3-te7-gim2","變地錦、遍地錦","317"
"1254","Sòe-pún-soaⁿ-khûn-chhài","Soe3-pun2-soann-khun5-chhai3","Suè-pún-suann-khûn-tshài","Sue3-pun2-suann-khun5-tshai3","細本山芹菜","317"
"1255","Chúi-khûn-chhài","Chui2-khun5-chhai3","Tsuí-khûn-tshài","Tsui2-khun5-tshai3","水芹菜","317"
"1256","Hông-hong","Hong5-hong","Hông-hong","Hong5-hong","防風","318"
"1257","Móa-soaⁿ-âng","Moa2-soann-ang5","Muá-suann-âng","Mua2-suann-ang5","滿山紅","321"
"1258","Móa-soaⁿ-âng","Moa2-soann-ang5","Muá-suann-âng","Mua2-suann-ang5","滿山紅","322"
"1259","Hō͘-sòaⁿ-á","Hoo7-soann3-a2","Hōo-suànn-á","Hoo7-suann3-a2","雨傘仔","324"
"1260","Thih-hō͘-sòaⁿ","Thih-hoo7-soann3","Thih-hōo-suànn","Thih-hoo7-suann3","鐵雨傘","324"
"1261","Óe-kha-niû-sòaⁿ-chhiū","Oe2-kha-niu5-soann3-chhiu7","Ué-kha-niû-suànn-tshiū","Ue2-kha-niu5-suann3-tshiu7","矮腳凉傘樹","324"
"1262","Hō͘-sòaⁿ-á","Hoo7-soann3-a2","Hōo-suànn-á","Hoo7-suann3-a2","雨傘子","324"
"1263","Chhiū-kí","Chhiu7-ki2","Tshiū-kí","Tshiu7-ki2","樹？","325"
"1264","La̍k-kak-chháu","Lak8-kak-chhau2","La̍k-kak-tsháu","Lak8-kak-tshau2","六角草","325"
"1265","Soaⁿ-kùi-hoe","Soann-kui3-hoe","Suann-kuì-hue","Suann-kui3-hue","山桂花","325"
"1266","Chit-hî-táⁿ","Chit-hi5-tann2","Tsit-hî-tánn","Tsit-hi5-tann2","鯽魚膽","325"
"1267","Tek-kí","Tek-ki2","Tik-kí","Tik-ki2","竹？","326"
"1268","Thih-á","Thih-a2","Thih-á","Thih-a2","鐵仔","326"
"1269","Phang-chháu","Phang-chhau2","Phang-tsháu","Phang-tshau2","香草","327"
"1270","Hiuⁿ-chháu","Hiunn-chhau2","Hiunn-tsháu","Hiunn-tshau2","香草","327"
"1271","Chhit-lí-hiong","Chhit-li2-hiong","Tshit-lí-hiong","Tshit-li2-hiong","七里香","327"
"1272","O͘-bīn-bé","Oo-bin7-be2","Oo-bīn-bé","Oo-bin7-be2","烏面馬","328"
"1273","Hang-á-chháu","Hang-a2-chhau2","Hang-á-tsháu","Hang-a2-tshau2","？仔草","328"
"1274","Chhiah-chiok","Chhiah-chiok","Tshiah-tsiok","Tshiah-tsiok","赤？","328"
"1275","Koaⁿ-á","Koann-a2","Kuann-á","Kuann-a2","杆仔","328"
"1276","Phah-kó-kong-chhiū","Phah-ko2-kong-chhiu7","Phah-kó-kong-tshiū","Phah-ko2-kong-tshiu7","？古公樹","328"
"1277","Chio̍h-chhêng","Chioh8-chheng5","Tsio̍h-tshîng","Tsioh8-tshing5","石松","329"
"1278","Chhiū-chhiⁿ","Chhiu7-chhinn","Tshiū-tshinn","Tshiu7-tshinn","樹青","329"
"1279","Mô-khī","Mo5-khi7","Mô-khī","Mo5-khi7","毛柿","329"
"1280","Mô-khī-keh","Mo5-khi7-keh","Mô-khī-keh","Mo5-khi7-keh","毛柿格","329"
"1281","O͘-chhâi-á","Oo-chhai5-a2","Oo-tshâi-á","Oo-tshai5-a2","烏材仔","329"
"1282","O͘-chhâi-khī","Oo-chhai5-khi7","Oo-tshâi-khī","Oo-tshai5-khi7","烏材柿","329"
"1283","Khī-á","Khi7-a2","Khī-á","Khi7-a2","柿仔","329"
"1284","Âng-khī","Ang5-khi7","Âng-khī","Ang5-khi7","紅柿","329"
"1285","N̂g-sim-á","Ng5-sim-a2","N̂g-sim-á","Ng5-sim-a2","黃心仔","329"
"1286","Soaⁿ-khī","Soann-khi7","Suann-khī","Suann-khi7","山柿","329"
"1287","O͘-phê-chio̍h-lêng","Oo-phe5-chioh8-leng5","Oo-phê-tsio̍h-lîng","Oo-phe5-tsioh8-ling5","烏皮石柃","330"
"1288","Soaⁿ-iûⁿ-hī","Soann-iunn5-hi7","Suann-iûnn-hī","Suann-iunn5-hi7","山羊耳","331"
"1289","Sòe-hio̍h-pe̍h-mn̂g","Soe3-hioh8-peh8-mng5","Suè-hio̍h-pe̍h-mn̂g","Sue3-hioh8-peh8-mng5","細葉白門","331"
"1290","Tōa-hio̍h-pe̍h-mn̂g","Toa7-hioh8-peh8-mng5","Tuā-hio̍h-pe̍h-mn̂g","Tua7-hioh8-peh8-mng5","大葉白門","332"
"1291","Pe̍h-mn̂g","Peh8-mng5","Pe̍h-mn̂g","Peh8-mng5","白們","332"
"1292","Phàⁿ-táiⁿ","Phann3-tainn2","Phànn-táinn","Phann3-tainn2","？？","333"
"1293","Phⁿà-thai","Phnna3-thai","Phnnà-thai","Phnna3-thai","？？","333"
"1294","Táⁿ-chio","Tann2-chio","Tánn-tsio","Tann2-tsio","打招","333"
"1295","O͘-phê-kiú-kiong","Oo-phe5-kiu2-kiong","Oo-phê-kiú-kiong","Oo-phe5-kiu2-kiong","烏皮九芎","333"
"1296","Pe̍h-chhiū","Peh8-chhiu7","Pe̍h-tshiū","Peh8-tshiu7","白樹","333"
"1297","O͘-koe-bú","Oo-koe-bu2","Oo-kue-bú","Oo-kue-bu2","烏雞母","333"
"1298","Hio̍h-ē-pe̍h","Hioh8-e7-peh8","Hio̍h-ē-pe̍h","Hioh8-e7-peh8","葉下白","333"
"1299","Chhiah-huih-á","Chhiah-huih-a2","Tshiah-huih-á","Tshiah-huih-a2","赤血仔","334"
"1300","Âng-phê","Ang5-phe5","Âng-phê","Ang5-phe5","紅皮","334"
"1301","Hio̍h-ē-pe̍h","Hioh8-e7-peh8","Hio̍h-ē-pe̍h","Hioh8-e7-peh8","葉下白","334"
"1302","Thih-chhiū","Thih-chhiu7","Thih-tshiū","Thih-tshiu7","鐵樹","334"
"1303","Pe̍h-koe-iû","Peh8-koe-iu5","Pe̍h-kue-iû","Peh8-kue-iu5","白鷄油","334"
"1304","Soaⁿ-khó͘-lēng","Soann-khoo2-leng7","Suann-khóo-līng","Suann-khoo2-ling7","山苦楝","334"
"1305","Koa-thô͘","Koa-thoo5","Kua-thôo","Kua-thoo5","柯土","334"
"1306","Pe̍h-koe-iû","Peh8-koe-iu5","Pe̍h-kue-iû","Peh8-kue-iu5","白鷄油","334"
"1307","Pe̍h-koe-iû-kū","Peh8-koe-iu5-ku7","Pe̍h-kue-iû-kū","Peh8-kue-iu5-ku7","白鷄油舅","334"
"1308","Siù-eng","Siu3-eng","Siù-ing","Siu3-ing","秀英","334"
"1309","Ba̍k-nī-hoe","Bak8-ni7-hoe","Ba̍k-nī-hue","Bak8-ni7-hue","茉莉花","335"
"1310","Bak-nī","Bak-ni7","Bak-nī","Bak-ni7","茉莉","335"
"1311","Soaⁿ-sò͘-eng","Soann-soo3-eng","Suann-sòo-ing","Suann-soo3-ing","山素英","335"
"1312","Soaⁿ-sù-eng","Soann-su3-eng","Suann-sù-ing","Suann-su3-ing","山四英","335"
"1313","Kùi-hoe","Kui3-hoe","Kuì-hue","Kui3-hue","桂花","335"
"1314","Chhì-keh","Chhi3-keh","Tshì-keh","Tshi3-keh","刺格","336"
"1315","Soaⁿ-kùi-hoe","Soann-kui3-hoe","Suann-kuì-hue","Suann-kui3-hue","山桂花","336"
"1316","Iông-pho͘","Iong5-phoo","Iông-phoo","Iong5-phoo","揚波","336"
"1317","Hái-iông-pho͘","Hai2-iong5-phoo","Hái-iông-phoo","Hai2-iong5-phoo","海洋波","336"
"1318","Pe̍h-po͘-kiuⁿ","Peh8-poo-kiunn","Pe̍h-poo-kiunn","Peh8-poo-kiunn","白埔姜","336"
"1319","Soaⁿ-soāiⁿ-á","Soann-soainn7-a2","Suann-suāinn-á","Suann-suainn7-a2","山檨仔","339"
"1320","Hái-soāiⁿ-á","Hai2-soainn7-a2","Hái-suāinn-á","Hai2-suainn7-a2","海檨仔","339"
"1321","Kâu-hoaⁿ-hí","Kau5-hoann-hi2","Kâu-huann-hí","Kau5-huann-hi2","猴歡喜","339"
"1322","Sng-tìn","Sng-tin3","Sng-tìn","Sng-tin3","酸藤","339"
"1323","Lin-tîn","Lin-tin5","Lin-tîn","Lin-tin5","乳藤","339"
"1324","Sù-sî-chhun","Su3-si5-chhun","Sù-sî-tshun","Su3-si5-tshun","四時春","339"
"1325","Ji̍t-ji̍t-chhun","Jit8-jit8-chhun","Ji̍t-ji̍t-tshun","Jit8-jit8-tshun","日日春","339"
"1326","Kip-tek-thô","Kip-tek-tho5","Kip-tik-thô","Kip-tik-tho5","夾竹桃","340"
"1327","Thô-tek","Tho5-tek","Thô-tik","Tho5-tik","桃竹","340"
"1328","Hoan-hoe","Hoan-hoe","Huan-hue","Huan-hue","蕃花","340"
"1329","Hoan-á-hoe","Hoan-a2-hoe","Huan-á-hue","Huan-a2-hue","蕃仔花","340"
"1330","Soaⁿ-bé-tê","Soann-be2-te5","Suann-bé-tê","Suann-be2-te5","山馬蹄","340"
"1331","Soaⁿ-ho-chio","Soann-ho-chio","Suann-ho-tsio","Suann-ho-tsio","山胡椒","340"
"1332","Bé-tê-hoe","Be2-te5-hoe","Bé-tê-hue","Be2-te5-hue","馬茶花、馬蹄花","340"
"1333","Soaⁿ-bé-tê","Soann-be2-te5","Suann-bé-tê","Suann-be2-te5","山馬茶","340"
"1334","Hong-put-tōng","Hong-put-tong7","Hong-put-tōng","Hong-put-tong7","風不動","341"
"1335","Bú-hia-tîn","Bu2-hia-tin5","Bú-hia-tîn","Bu2-hia-tin5","武靴藤","341"
"1336","Kiû-lân","Kiu5-lan5","Kiû-lân","Kiu5-lan5","毬蘭","342"
"1337","Bô-kun-chháu","Bo5-kun-chhau2","Bô-kun-tsháu","Bo5-kun-tshau2","無根草","343"
"1338","Tāu-hó͘","Tau7-hoo2","Tāu-hóo","Tau7-hoo2","豆虎","343"
"1339","Bé-tê-kim","Be2-te5-kim","Bé-tê-kim","Be2-te5-kim","馬蹄金","343"
"1340","Han-chû","Han-chu5","Han-tsû","Han-tsu5","蕃薯","344"
"1341","Hoan-á-tîn","Hoan-a2-tin5","Huan-á-tîn","Huan-a2-tin5","蕃仔藤","344"
"1342","Óaⁿ-kong-hoe","Oann2-kong-hoe","Uánn-kong-hue","Uann2-kong-hue","碗公花","344"
"1343","Hoan-á-tîn","Hoan-a2-tin5","Huan-á-tîn","Huan-a2-tin5","蕃仔藤","345"
"1344","Han-chû-kū","Han-chu5-ku7","Han-tsû-kū","Han-tsu5-ku7","蕃薯舅","345"
"1345","Óaⁿ-kong-hoe","Oann2-kong-hoe","Uánn-kong-hue","Uann2-kong-hue","碗公花","345"
"1346","Bé-oaⁿ-tîn","Be2-oann-tin5","Bé-uann-tîn","Be2-uann-tin5","馬鞍藤","345"
"1347","Èng-chhài","Eng3-chhai3","Ìng-tshài","Ing3-tshai3","甕菜、應菜","345"
"1348","Phòa-pò͘-bo̍k","Phoa3-poo3-bok8","Phuà-pòo-bo̍k","Phua3-poo3-bok8","破布木","347"
"1349","Soaⁿ-pò͘-chí","Soann-poo3-chi2","Suann-pòo-tsí","Suann-poo3-tsi2","山布子","347"
"1350","Phòa-pò͘-chí","Phoa3-poo3-chi2","Phuà-pòo-tsí","Phua3-poo3-tsi2","破布子","347"
"1351","Chhiū-chí-á","Chhiu7-chi2-a2","Tshiū-tsí-á","Tshiu7-tsi2-a2","樹子仔","347"
"1352","Phòa-pò͘-pp","Phoa3-poo3-pp","Phuà-pòo-pp","Phua3-poo3-pp","破布烏","348"
"1353","Pò͘-pò͘-o͘-chhiū","Poo3-poo3-oo-chhiu7","Pòo-pòo-oo-tshiū","Poo3-poo3-oo-tshiu7","布布烏樹","348"
"1354","Pò͘-pò͘-o͘","Poo3-poo3-oo","Pòo-pòo-oo","Poo3-poo3-oo","布布烏","348"
"1355","Soaⁿ-pin-nn̂g","Soann-pin-nng5","Suann-pin-nn̂g","Suann-pin-nng5","山檳榔","348"
"1356","Kāu-khak-á","Kau7-khak-a2","Kāu-khak-á","Kau7-khak-a2","厚殼仔","348"
"1357","Gû-kut-á","Gu5-kut-a2","Gû-kut-á","Gu5-kut-a2","牛骨仔","348"
"1358","Kháu-kha-á","Khau2-kha-a2","Kháu-kha-á","Khau2-kha-a2","口脚仔","348"
"1359","Kim-hī-tūi","Kim-hi7-tui7","Kim-hī-tuī","Kim-hi7-tui7","金耳墜","348"
"1360","Káu-bé-chháu","Kau2-be2-chhau2","Káu-bé-tsháu","Kau2-be2-tshau2","狗尾草","348"
"1361","Kim-só-sî","Kim-so2-si5","Kim-só-sî","Kim-so2-si5","金鎖匙","349"
"1362","Chúi-chháu","Chui2-chhau2","Tsuí-tsháu","Tsui2-tshau2","水草","349"
"1363","Chhìn-pn̄g-thng","Chhin3-png7-thng","Tshìn-pn̄g-thng","Tshin3-png7-thng","？飯藤","349"
"1364","Hái-ka-tang","Hai2-ka-tang","Hái-ka-tang","Hai2-ka-tang","海茄苳","349"
"1365","Hái-ka-tîn","Hai2-ka-tin5","Hái-ka-tîn","Hai2-ka-tin5","海茄藤","349"
"1366","Chho͘-khng-á","Chhoo-khng-a2","Tshoo-khng-á","Tshoo-khng-a2","粗糠仔","350"
"1367","Pe̍h-chho͘-khng-á","Peh8-chhoo-khng-a2","Pe̍h-tshoo-khng-á","Peh8-tshoo-khng-a2","白粗糠仔","350"
"1368","Tāi-teng-hông","Tai7-teng-hong5","Tāi-ting-hông","Tai7-ting-hong5","大丁黃","350"
"1369","Mn̂g-chiong-kun","Mng5-chiong-kun","Mn̂g-tsiong-kun","Mng5-tsiong-kun","毛將軍","350"
"1370","Âng-bīn-mn̂g-chiong-kun","Ang5-bin7-mng5-chiong-kun","Âng-bīn-mn̂g-tsiong-kun","Ang5-bin7-mng5-tsiong-kun","紅面毛將軍","350"
"1371","Po͘-chháu-iūⁿ","Poo-chhau2-iunn7","Poo-tsháu-iūnn","Poo-tshau2-iunn7","埔草樣","351"
"1372","Chhàu-ba̍k-nī","Chhau3-bak8-ni7","Tshàu-ba̍k-nī","Tshau3-bak8-ni7","臭茉莉、臭？莉","351"
"1373","Pe̍h-hoe-khó͘-nâ-pôaⁿ","Peh8-hoe-khoo2-na5-poann5","Pe̍h-hue-khóo-nâ-puânn","Peh8-hue-khoo2-na5-puann5","白花苦藍盤","351"
"1374","Khó͘-nâ-pôaⁿ","Khoo2-na5-poann5","Khóo-nâ-puânn","Khoo2-na5-puann5","苦藍盤","351"
"1375","Pe̍h-lêng-chûn-hoe","Peh8-leng5-chun5-hoe","Pe̍h-lîng-tsûn-hue","Peh8-ling5-tsun5-hue","白龍船花","351"
"1376","Lêng-chûn-hoe","Leng5-chun5-hoe","Lîng-tsûn-hue","Ling5-tsun5-hue","龍船花","351"
"1377","Soaⁿ-ti-kâ","Soann-ti-ka5","Suann-ti-kâ","Suann-ti-ka5","山豬枷、山豬茄","351"
"1378","Gó͘-lêng-lân","Goo2-leng5-lan5","Góo-lîng-lân","Goo2-ling5-lan5","五龍蘭","352"
"1379","Ah-chhùi-poe-hông","Ah-chhui3-poe-hong5","Ah-tshuì-pue-hông","Ah-tshui3-pue-hong5","鴨嘴？黃","352"
"1380","Ah-chi̍h-hông","Ah-chih8-hong5","Ah-chi̍h-hông","Ah-chih8-hong5","鴨舌黃","352"
"1381","Ah-chhùi-hông","Ah-chhui3-hong5","Ah-tshuì-hông","Ah-tshui3-hong5","鴨嘴黃","352"
"1382","Hāu-khak-chhì","Hau7-khak-chhi3","Hāu-khak-tshì","Hau7-khak-tshi3","鱟壳刺","352"
"1383","Gû-kut-á-chhiū","Gu5-kut-a2-chhiu7","Gû-kut-á-tshiū","Gu5-kut-a2-tshiu7","牛骨仔樹","353"
"1384","Gû-kut-á","Gu5-kut-a2","Gû-kut-á","Gu5-kut-a2","牛骨仔","353"
"1385","Thih-tiò-koaⁿ","Thih-tio3-koann","Thih-tiò-kuann","Thih-tio3-kuann","鐵釣竿","353"
"1386","Thih-bí-piⁿ","Thih-bi2-pinn","Thih-bí-pinn","Thih-bi2-pinn","鐵馬鞭","353"
"1387","Bé-piⁿ-chháu","Be2-pinn-chhau2","Bé-pinn-tsháu","Be2-pinn-tshau2","馬鞭草","353"
"1388","Tê-bí-chháu","Te5-bi2-chhau2","Tê-bí-tsháu","Te5-bi2-tshau2","茶米草","353"
"1389","Po̍h-kiuⁿ-á","Poh8-kiunn-a2","Po̍h-kiunn-á","Poh8-kiunn-a2","薄姜仔","353"
"1390","Môa-á","Moa5-a2","Muâ-á","Mua5-a2","蔴仔","353"
"1391","Po͘-kiuⁿ","Poo-kiunn","Poo-kiunn","Poo-kiunn","埔姜","353"
"1392","M̄-kiaⁿ-tê","M7-kiann-te5","M̄-kiann-tê","M7-kiann-te5","不驚茶","353"
"1393","M̄-kiaⁿ-keng","M7-kiann-keng","M̄-kiann-king","M7-kiann-king","不驚經","353"
"1394","Soaⁿ-po͘-kiuⁿ","Soann-poo-kiunn","Suann-poo-kiunn","Suann-poo-kiunn","山埔姜","353"
"1395","O͘-tiⁿ","Oo-tinn","Oo-tinn","Oo-tinn","烏甜","353"
"1396","O͘-tiⁿ-á","Oo-tinn-a2","Oo-tinn-á","Oo-tinn-a2","烏甜仔","353"
"1397","Pò͘-kiuⁿ","Poo3-kiunn","Pòo-kiunn","Poo3-kiunn","布姜","353"
"1399","Hái-po͘-kiuⁿ","Hai2-poo-kiunn","Hái-poo-kiunn","Hai2-poo-kiunn","海埔姜","353"
"1400","Pe̍h-po͘-kiuⁿ","Peh8-poo-kiunn","Pe̍h-poo-kiunn","Peh8-poo-kiunn","白埔姜","353"
"1401","Chat-chat-âng","Chat-chat-ang5","Tsat-tsat-âng","Tsat-tsat-ang5","節節紅","354"
"1402","Chiam-bé-hong","Chiam-be2-hong","Tsiam-bé-hong","Tsiam-be2-hong","尖尾風","354"
"1403","Sàn-huih-chháu","San3-huih-chhau2","Sàn-huih-tsháu","San3-huih-tshau2","臭天黃","354"
"1404","Kim-kiàm-chháu","Kim-kiam3-chhau2","Kim-kiàm-tsháu","Kim-kiam3-tshau2","金劍草","354"
"1405","Chhài-chháu-thâu","Chhai3-chhau2-thau5","Tshài-tsháu-thâu","Tshai3-tshau2-thau5","菜草頭","354"
"1406","Sat-bú-thâu","Sat-bu2-thau5","Sat-bú-thâu","Sat-bu2-thau5","虱母頭","354"
"1407","Boah-chháu","Boah-chhau2","Buah-tsháu","Buah-tshau2","抹草","354"
"1408","Hî-chiam-chháu","Hi5-chiam-chhau2","Hî-tsiam-tsháu","Hi5-tsiam-tshau2","魚針草","354"
"1409","Hē-ko͘-chháu","He7-koo-chhau2","Hē-koo-tsháu","He7-koo-tshau2","夏枯草","354"
"1410","Pe̍h-hoe-á-chháu","Peh8-hoe-a2-chhau2","Pe̍h-hue-á-tsháu","Peh8-hue-a2-tshau2","白花仔草","355"
"1411","Tê-sî-hông","Te5-si5-hong5","Tê-sî-hông","Te5-si5-hong5","茶匙黃","355"
"1412","Siuⁿ-su-chháu","Siunn-su-chhau2","Siunn-su-tsháu","Siunn-su-tshau2","相思草","355"
"1413","Kim-chîⁿ-po̍h-ho","Kim-chinn5-poh8-ho","Kim-tsînn-po̍h-ho","Kim-tsinn5-poh8-ho","金錢薄荷","355"
"1414","Hó͘-kā-hông","Hoo2-ka7-hong5","Hóo-kā-hông","Hoo2-ka7-hong5","虎咬廣","355"
"1415","Pò͘-kut-siau","Poo3-kut-siau","Pòo-kut-siau","Poo3-kut-siau","布骨梢","355"
"1416","Phàⁿ-kut-siau","Phann3-kut-siau","Phànn-kut-siau","Phann3-kut-siau","？骨橚","356"
"1417","Pe̍h-phàⁿ-kut-siau","Peh8-phann3-kut-siau","Pe̍h-phànn-kut-siau","Peh8-phann3-kut-siau","白？骨橚","356"
"1418","Âng-phàⁿ-kut-siau","Ang5-phann3-kut-siau","Âng-phànn-kut-siau","Ang5-phann3-kut-siau","紅？骨橚","356"
"1419","Koe-kha-chháu","Koe-kha-chhau2","Kue-kha-tsháu","Kue-kha-tshau2","鷄脚草","356"
"1420","Te̍k-lân","Tek8-lan5","Ti̍k-lân","Tik8-lan5","澤蘭","356"
"1421","Lo̍k-á-chhài","Lok8-a2-chhai3","Lo̍k-á-tshài","Lok8-a2-tshai3","鹿仔菜","356"
"1422","Ah-bú-chháu","Ah-bu2-chhau2","Ah-bú-tsháu","Ah-bu2-tshau2","益母草","356"
"1423","Pe̍h-ah-bé-chháu","Peh8-ah-be2-chhau2","Pe̍h-ah-bé-tsháu","Peh8-ah-be2-tshau2","白益母草","356"
"1424","Pe̍h-khun-chháu","Peh8-khun-chhau2","Pe̍h-khun-tsháu","Peh8-khun-tshau2","白昆草","356"
"1425","Kim-chîⁿ-po̍h-ho","Kim-chinn5-poh8-ho","Kim-tsînn-po̍h-ho","Kim-tsinn5-poh8-ho","金錢薄荷","357"
"1426","Pe̍h-hoe-chháu","Peh8-hoe-chhau2","Pe̍h-hue-tsháu","Peh8-hue-tshau2","白花草","357"
"1427","Chháu-bé-hông","Chhau2-be2-hong5","Tsháu-bé-hông","Tshau2-be2-hong5","鼠尾黃","357"
"1428","Po̍h-ho","Poh8-ho","Po̍h-ho","Poh8-ho","薄荷","357"
"1429","Sian-chháu","Sian-chhau2","Sian-tsháu","Sian-tshau2","仙草","357"
"1430","Thó͘-giû-chhit","Thoo2-giu5-chhit","Thóo-giû-tshit","Thoo2-giu5-tshit","土牛七","358"
"1431","Thih-bo̍k-kùn","Thih-bok8-kun3","Thih-bo̍k-kùn","Thih-bok8-kun3","鐵木棍","358"
"1432","It-ki-hiuⁿ","It-ki-hiunn","It-ki-hiunn","It-ki-hiunn","一枝香","358"
"1433","Hiuⁿ-jû","Hiunn-ju5","Hiunn-jû","Hiunn-ju5","香榆","358"
"1434","Hiuⁿ-hû","Hiunn-hu5","Hiunn-hû","Hiunn-hu5","香符","358"
"1435","Chhòa-pán-chháu","Chhoa3-pan2-chhau2","Tshuà-pán-tsháu","Tshua3-pan2-tshau2","蔡板草","358"
"1436","Káu-chàn-thah","Kau2-chan3-thah","Káu-tsàn-thah","Kau2-tsan3-thah","九層塔","358"
"1437","Chí-so͘","Chi2-soo","Tsí-soo","Tsi2-soo","紫蘇","358"
"1438","Âng-chí-so͘","Ang5-chi2-soo","Âng-tsí-soo","Ang5-tsi2-soo","紅紫蘇","358"
"1439","Soaⁿ-chí-so͘","Soann-chi2-soo","Suann-tsí-soo","Suann-tsi2-soo","山紫蘇","359"
"1440","Pe̍h-chí-so͘","Peh8-chi2-soo","Pe̍h-tsí-soo","Peh8-tsi2-soo","白紫蘇","359"
"1441","Hê-ko͘-chháu","He5-koo-chhau2","Hê-koo-tsháu","He5-koo-tshau2","蝦蛄草","360"
"1442","Hiòng-thian-chóaⁿ","Hiong3-thian-choann2","Hiòng-thian-tsuánn","Hiong3-thian-tsuann2","向天盞","360"
"1443","Hoan-kiuⁿ","Hoan-kiunn","Huan-kiunn","Huan-kiunn","蕃姜、蕃薑","361"
"1444","Bān-thô-hoe","Ban7-tho5-hoe","Bān-thô-hue","Ban7-tho5-hue","萬桃花","362"
"1445","Phah-pòa-óaⁿ-hoe","Phah-poa3-oann2-hoe","Phah-puà-uánn-hue","Phah-pua3-uann2-hue","打破碗花","362"
"1446","Tē-kut-phî","Te7-kut-phi5","Tē-kut-phî","Te7-kut-phi5","地骨皮","362"
"1447","Kam-á-bìt","Kam-a2-bìt8","Kam-á-bìt","Kam-a2-bìt8","甘仔蜜","362"
"1448","Âng-hī-á-chhù","Ang5-hi7-a2-chhu3","Âng-hī-á-tshù","Ang5-hi7-a2-tshu3","紅耳仔厝","362"
"1449","Kó͘-kí","Koo2-ki2","Kóo-kí","Koo2-ki2","枸杞","362"
"1450","Âng-hī-á-bi̍t","Ang5-hi7-a2-bit8","Âng-hī-á-bi̍t","Ang5-hi7-a2-bit8","紅耳仔蜜","362"
"1451","Hoan-kiuⁿ","Hoan-kiunn","Huan-kiunn","Huan-kiunn","蕃薑","362"
"1452","Hun-chháu","Hun-chhau2","Hun-tsháu","Hun-tshau2","煙草","363"
"1453","Teng-lông-chháu","Teng-long5-chhau2","Ting-lông-tsháu","Ting-long5-tshau2","登郎草","363"
"1454","Phàu-á-chháu","Phau3-a2-chhau2","Phàu-á-tsháu","Phau3-a2-tshau2","炮仔草","363"
"1455","Kam-a-bi̍t","Kam-a-bit8","Kam-a-bi̍t","Kam-a-bit8","甘仔蜜","363"
"1456","Pe̍h-kāu-phoh","Peh8-kau7-phoh","Pe̍h-kāu-phoh","Peh8-kau7-phoh","白厚朴","363"
"1457","Ia̍h-á-chháu","Iah8-a2-chhau2","Ia̍h-á-tsháu","Iah8-a2-tshau2","蝶仔草","363"
"1458","Kim-tiàu-liú","Kim-tiau3-liu2","Kim-tiàu-liú","Kim-tiau3-liu2","金？鈕","363"
"1459","Hī-kau-chháu","Hi7-kau-chhau2","Hī-kau-tsháu","Hi7-kau-tshau2","耳鉤草","363"
"1460","N̂g-chúi-kiô","Ng5-chui2-kio5","N̂g-tsuí-kiô","Ng5-tsui2-kio5","黃水茄","364"
"1461","Gō͘-the̍h-kiô","Goo7-theh8-kio5","Gōo-the̍h-kiô","Goo7-theh8-kio5","五宅茄","364"
"1462","Chhì-kam-á","Chhi3-kam-a2","Tshì-kam-á","Tshi3-kam-a2","刺柑仔","364"
"1463","N̂g-chúi-kiô","Ng5-chui2-kio5","N̂g-tsuí-kiô","Ng5-tsui2-kio5","黃水茄","364"
"1464","Liú-á-kiô","Liu2-a2-kio5","Liú-á-kiô","Liu2-a2-kio5","鈕仔茄","364"
"1465","Liú-á-hông","Liu2-a2-hong5","Liú-á-hông","Liu2-a2-hong5","柳仔黃","364"
"1466","Kiô","Kio5","Kiô","Kio5","茄","364"
"1467","Kiô-á","Kio5-a2","Kiô-á","Kio5-a2","茄仔","364"
